filename,composer,data_type,st0,st1,st2,st3,st4,st5,st6,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
debussy_images_orchestre_2_(c)lefeldt.mid,debussy,test,0.655098772023,0.452749599573,0.595301655099,0.532835024026,1.0,0.334757074212,0.937533368927,0.485352335709,0.486144101346,0.671417260491,0.519398258116,0.363420427553,0.50593824228,0.284243863816,1.0,0.482977038797,0.496437054632,0.655581947743,0.734758511481
debussy_sonata_for_violin_and_piano_(c)harfesoft.mid,debussy,test,0.737373737374,0.424242424242,0.68911335578,0.621212121212,1.0,0.358585858586,0.792929292929,0.731934731935,0.289044289044,0.587412587413,0.373737373737,0.58041958042,0.387723387723,0.472416472416,1.0,0.384615384615,0.496503496503,0.460761460761,0.637140637141
debussy_la_mer_3_(c)galimberti.mid,debussy,test,0.684720041863,0.464416535845,0.815541601256,0.572475143904,0.575614861329,0.979591836735,1.0,0.892728904847,0.281867145422,0.796678635548,0.56552962298,0.833482944345,0.533213644524,0.448833034111,0.987432675045,1.0,0.680430879713,0.899012567325,0.816427289048
debussy-ravel_nocturnes_1_nuages_(c)yogore.mid,debussy,train,0.68932038835,0.214670981661,0.588996763754,0.319309600863,1.0,0.347357065804,0.545846817691,0.393743257821,0.295577130529,0.214670981661,0.292340884574,0.29665587918,0.137001078749,0.182308522114,1.0,0.0787486515642,0.268608414239,0.437971952535,0.107874865156
debussy_childrens_corner_2_(c)dery.mid,debussy,train,0.971428571429,0.4,0.4,0.964285714286,1.0,0.428571428571,0.892857142857,0.605504587156,0.642201834862,0.51376146789,0.412844036697,0.100917431193,1.0,0.238532110092,0.862385321101,0.422018348624,0.550458715596,0.816513761468,0.330275229358
debussy_arabesque_1_(c)dery.mid,debussy,train,0.743494423792,0.721189591078,0.855018587361,0.486988847584,1.0,0.773234200743,0.791821561338,0.657992565056,0.0855018587361,0.721189591078,0.0520446096654,0.802973977695,0.245353159851,0.241635687732,1.0,0.0780669144981,0.695167286245,0.092936802974,0.698884758364
debussy_arabesque_no_1_(c)krerksakul.mid,debussy,train,1.0,0.649025069638,0.771587743733,0.598885793872,0.690807799443,0.701949860724,0.406685236769,1.0,0.104615384615,0.716923076923,0.113846153846,0.738461538462,0.590769230769,0.0707692307692,0.763076923077,0.0769230769231,0.698461538462,0.246153846154,0.203076923077
debussy_childrens_corner_3_(c)dery.mid,debussy,train,0.683823529412,0.349264705882,0.841911764706,0.595588235294,0.613970588235,0.470588235294,1.0,0.650442477876,0.172566371681,0.420353982301,0.818584070796,0.194690265487,0.469026548673,0.247787610619,0.738938053097,0.190265486726,0.37610619469,1.0,0.203539823009
debussy_childrens_corner_6_(c)dery.mid,debussy,train,0.471337579618,1.0,0.503184713376,0.468152866242,0.662420382166,0.554140127389,0.509554140127,0.37898089172,0.0923566878981,1.0,0.261146496815,0.242038216561,0.264331210191,0.203821656051,0.662420382166,0.0222929936306,0.531847133758,0.191082802548,0.31847133758
debussy_childrens_corner_4_(c)dery.mid,debussy,train,0.628676470588,0.448529411765,1.0,0.977941176471,0.400735294118,0.819852941176,0.764705882353,0.502109704641,0.2194092827,0.514767932489,1.0,0.147679324895,0.561181434599,0.561181434599,0.459915611814,0.472573839662,0.46835443038,0.510548523207,0.367088607595
debussy_d-un_cahier_d-esquisses_(c)lefeldt.mid,debussy,train,1.0,0.419230769231,0.738461538462,0.519230769231,0.765384615385,0.838461538462,0.496153846154,0.904522613065,0.402010050251,0.547738693467,0.29648241206,0.668341708543,0.502512562814,0.175879396985,1.0,0.165829145729,0.929648241206,0.201005025126,0.447236180905
debussy_epigraphes_antiques_1_(c)lefeldt.mid,debussy,train,0.875,0.852941176471,0.625,1.0,0.852941176471,0.669117647059,0.823529411765,0.875,0.0,0.852941176471,0.625,0.0,1.0,0.0,0.852941176471,0.0,0.669117647059,0.823529411765,0.0
debussy_epigraphes_antiques_5_(c)lefeldt.mid,debussy,train,0.397887323944,0.257042253521,0.334507042254,0.295774647887,1.0,0.207746478873,0.292253521127,0.360730593607,0.155251141553,0.333333333333,0.401826484018,0.0319634703196,0.155251141553,0.228310502283,1.0,0.296803652968,0.269406392694,0.214611872146,0.164383561644
debussy_epigraphes_antiques_3_(c)lefeldt.mid,debussy,train,0.806569343066,0.262773722628,0.664233576642,0.565693430657,0.408759124088,0.485401459854,1.0,0.727678571429,0.258928571429,0.321428571429,0.223214285714,0.589285714286,0.0803571428571,0.611607142857,0.5,0.419642857143,0.174107142857,1.0,0.223214285714
debussy_epigraphes_antiques_4_(c)lefeldt.mid,debussy,train,1.0,0.521739130435,0.534782608696,0.991304347826,0.591304347826,0.586956521739,0.65652173913,1.0,0.270718232044,0.662983425414,0.530386740331,0.149171270718,0.773480662983,0.486187845304,0.75138121547,0.32044198895,0.425414364641,0.618784530387,0.21546961326
debussy_estampes_2_(c)dery.mid,debussy,train,0.787321063395,0.323108384458,0.885480572597,0.642126789366,1.0,0.531697341513,0.717791411043,0.61145194274,0.175869120654,0.323108384458,0.666666666667,0.21881390593,0.539877300613,0.102249488753,1.0,0.280163599182,0.251533742331,0.470347648262,0.247443762781
debussy_estampes_1_(c)dery.mid,debussy,train,1.0,0.192307692308,0.225071225071,0.774928774929,0.856125356125,0.0683760683761,0.792022792023,1.0,0.0308370044053,0.198237885463,0.23201174743,0.0,0.798825256975,0.0,0.882525697504,0.0499265785609,0.0205580029369,0.798825256975,0.0176211453744
debussy_estampes_1_(c)galimberti.mid,debussy,train,0.220740740741,0.797037037037,0.894814814815,0.0666666666667,0.78962962963,1.0,0.225185185185,0.224736048265,0.0,0.811463046757,0.0,0.911010558069,0.0497737556561,0.0180995475113,0.803921568627,0.0180995475113,1.0,0.0316742081448,0.197586726998
